text,sentiment,aspect
"Honestly, the product feels exquisite.",Positive,Product Quality
"it is too expensive, garbage value.",Negative,Pricing
the website is perfect.,Positive,App/Website
The support team is lousy.,Negative,Customer Service
The app is breathtaking!,Positive,App/Website
"it took forever to arrive, impressive shipping.",Positive,Delivery
"Support replied immediately, unparalleled service.",Positive,Customer Service
i found the item to be undistinguished.,Neutral,Product Quality
"Honestly, the product feels fantastic!",Positive,Product Quality
Value for money is bland!,Neutral,Pricing
logistics and shipping speed were garbage.,Negative,Delivery
value for money is fair.,Neutral,Pricing
the product is mediocre.,Neutral,Product Quality
"App keeps crashing, bad experience!",Negative,App/Website
"It is too expensive, bad value!",Negative,Pricing
Shipping was dreadful.,Negative,Delivery
"For the cost, this is subpar.",Negative,Pricing
The package arrived worst!,Negative,Delivery
The support team is superlative!,Positive,Customer Service
pricing is absolutely trash.,Negative,Pricing
The user interface is exquisite.,Positive,App/Website
My experience with the agent was average.,Neutral,Customer Service
customer service was bad.,Negative,Customer Service
"it is too expensive, excellent value.",Positive,Pricing
Delivery was disgusting.,Negative,Delivery
My experience with the agent was useless.,Negative,Customer Service
"It is too expensive, brilliant value.",Positive,Pricing
Shipping was first-rate.,Positive,Delivery
logistics and shipping speed were glorious.,Positive,Delivery
"it is too expensive, abysmal value.",Negative,Pricing
"Honestly, the product feels splendid.",Positive,Product Quality
"For the cost, this is splendid.",Positive,Pricing
"honestly, the product feels loved.",Positive,Product Quality
The price is tolerable.,Neutral,Pricing
"It is too expensive, exquisite value!",Positive,Pricing
"It took forever to arrive, stellar shipping!",Positive,Delivery
The package arrived run-of-the-mill!,Neutral,Delivery
Logistics and shipping speed were useless!,Negative,Delivery
the product is hated.,Negative,Product Quality
Shipping was decent.,Neutral,Delivery
"Support replied immediately, dreadful service!",Negative,Customer Service
value for money is excellent.,Positive,Pricing
The package arrived love!,Positive,Delivery
The build material is abysmal!,Negative,Product Quality
Customer service was defective!,Negative,Customer Service
delivery was so-so.,Neutral,Delivery
The package arrived superb.,Positive,Delivery
my experience with the agent was okay.,Neutral,Customer Service
Value for money is good.,Positive,Pricing
"they ignored my emails, terrible support.",Negative,Customer Service
"They ignored my emails, garbage support.",Negative,Customer Service
quality is bad.,Negative,Product Quality
"They ignored my emails, immaculate support!",Positive,Customer Service
the product is average.,Neutral,Product Quality
"it is too expensive, inferior value.",Negative,Pricing
My experience with the agent was good.,Positive,Customer Service
"App keeps crashing, lackluster experience!",Neutral,App/Website
shipping was first-rate.,Positive,Delivery
value for money is bland.,Neutral,Pricing
"Support replied immediately, disgusting service.",Negative,Customer Service
Customer service was subpar.,Negative,Customer Service
my experience with the agent was mediocre.,Neutral,Customer Service
"honestly, the product feels middle-of-the-road.",Neutral,Product Quality
Navigation is unparalleled!,Positive,App/Website
Delivery was exceptional.,Positive,Delivery
Quality is revolting.,Negative,Product Quality
Shipping was unbeatable.,Positive,Delivery
"Support replied immediately, disappointing service.",Negative,Customer Service
The package arrived atrocious.,Negative,Delivery
The package arrived average!,Neutral,Delivery
customer service was trash.,Negative,Customer Service
The website is cheap.,Negative,App/Website
My experience with the agent was dreadful!,Negative,Customer Service
Quality is undistinguished.,Neutral,Product Quality
I found the item to be immaculate!,Positive,Product Quality
Not great.,Negative,General
shipping was revolting.,Negative,Delivery
I found the item to be bland!,Neutral,Product Quality
"this product is exactly what i expected, absolutely deplorable.",Negative,Product Quality
The support team is unbeatable.,Positive,Customer Service
"it is too expensive, flawless value.",Positive,Pricing
I found the item to be subpar.,Negative,Product Quality
the app is awful.,Negative,App/Website
pricing is absolutely bad.,Negative,Pricing
"This product is exactly what I expected, absolutely impressive!",Positive,Product Quality
the website is decent.,Neutral,App/Website
the website is cheap.,Negative,App/Website
"It took forever to arrive, perfect shipping.",Positive,Delivery
The app is fair!,Neutral,App/Website
customer service was exquisite.,Positive,Customer Service
the price is defective.,Negative,Pricing
"support replied immediately, tolerable service.",Neutral,Customer Service
Quality is acceptable.,Neutral,Product Quality
"honestly, the product feels unbearable.",Negative,Product Quality
"app keeps crashing, first-rate experience.",Positive,App/Website
logistics and shipping speed were average.,Neutral,Delivery
logistics and shipping speed were repulsive.,Negative,Delivery
Delivery was hate!,Negative,Delivery
"It took forever to arrive, inferior shipping!",Negative,Delivery
"for the cost, this is pathetic.",Negative,Pricing
The price is bland.,Neutral,Pricing
navigation is exceptional.,Positive,App/Website
value for money is passable.,Neutral,Pricing
"This product is exactly what I expected, absolutely average.",Neutral,Product Quality
Value for money is phenomenal!,Positive,Pricing
"For the cost, this is horrible!",Negative,Pricing
Shipping was awesome.,Positive,Delivery
"This product is exactly what I expected, absolutely lousy!",Negative,Product Quality
Customer service was abysmal.,Negative,Customer Service
I found the item to be subpar!,Negative,Product Quality
Delivery was inferior.,Negative,Delivery
The support team is love.,Positive,Customer Service
"This product is exactly what I expected, absolutely revolting.",Negative,Product Quality
"They ignored my emails, atrocious support.",Negative,Customer Service
My experience with the agent was amazing!,Positive,Customer Service
"this product is exactly what i expected, absolutely immaculate.",Positive,Product Quality
My experience with the agent was broken!,Negative,Customer Service
the price is first-rate.,Positive,Pricing
"It took forever to arrive, lackluster shipping.",Neutral,Delivery
"Support replied immediately, perfect service.",Positive,Customer Service
"Support replied immediately, pathetic service.",Negative,Customer Service
Value for money is terrible!,Negative,Pricing
customer service was first-rate.,Positive,Customer Service
I found the item to be outstanding.,Positive,Product Quality
"This product is exactly what I expected, absolutely magnificent.",Positive,Product Quality
The support team is deplorable.,Negative,Customer Service
"For the cost, this is fantastic!",Positive,Pricing
"app keeps crashing, okay experience.",Neutral,App/Website
Pricing is absolutely trash.,Negative,Pricing
"honestly, the product feels defective.",Negative,Product Quality
"For the cost, this is middle-of-the-road!",Neutral,Pricing
Navigation is good.,Positive,App/Website
My experience with the agent was impressive.,Positive,Customer Service
Quality is worst!,Negative,Product Quality
The price is unbearable.,Negative,Pricing
"they ignored my emails, inadequate support.",Negative,Customer Service
"It took forever to arrive, unremarkable shipping!",Neutral,Delivery
"For the cost, this is cheap.",Negative,Pricing
I found the item to be bad!,Negative,Product Quality
The app is garbage.,Negative,App/Website
delivery was first-rate.,Positive,Delivery
the price is broken.,Negative,Pricing
the support team is bland.,Neutral,Customer Service
shipping was standard.,Neutral,Delivery
"Support replied immediately, run-of-the-mill service!",Neutral,Customer Service
"It took forever to arrive, middle-of-the-road shipping!",Neutral,Delivery
Shipping was bad.,Negative,Delivery
"This product is exactly what I expected, absolutely worst!",Negative,Product Quality
The build material is adequate.,Neutral,Product Quality
value for money is unacceptable.,Negative,Pricing
Value for money is stellar!,Positive,Pricing
The product is vile.,Negative,Product Quality
Logistics and shipping speed were lousy!,Negative,Delivery
Value for money is lackluster!,Neutral,Pricing
"for the cost, this is breathtaking.",Positive,Pricing
"Support replied immediately, phenomenal service!",Positive,Customer Service
Shipping was appalling.,Negative,Delivery
"support replied immediately, unparalleled service.",Positive,Customer Service
Navigation is hate!,Negative,App/Website
The build material is glorious!,Positive,Product Quality
"honestly, the product feels disappointing.",Negative,Product Quality
The support team is defective.,Negative,Customer Service
Navigation is pathetic.,Negative,App/Website
logistics and shipping speed were unbeatable.,Positive,Delivery
delivery was outstanding.,Positive,Delivery
"This product is exactly what I expected, absolutely disgusting!",Negative,Product Quality
"For the cost, this is excellent!",Positive,Pricing
I found the item to be abysmal!,Negative,Product Quality
logistics and shipping speed were hated.,Negative,Delivery
