text,sentiment,aspect
navigation is excellent.,Positive,App/Website
"app keeps crashing, hated experience.",Negative,App/Website
"It is too expensive, phenomenal value.",Positive,Pricing
"They ignored my emails, wonderful support.",Positive,Customer Service
the support team is poor.,Negative,Customer Service
The support team is mediocre.,Neutral,Customer Service
The website is ok!,Neutral,App/Website
"App keeps crashing, bad experience.",Negative,App/Website
My experience with the agent was hated!,Negative,Customer Service
Shipping was trash.,Negative,Delivery
I found the item to be awesome!,Positive,Product Quality
"It is too expensive, great value.",Positive,Pricing
Delivery was great!,Positive,Delivery
The support team is fine.,Neutral,Customer Service
The price is love!,Positive,Pricing
The build material is worst!,Negative,Product Quality
Shipping was ok!,Neutral,Delivery
Delivery was unacceptable.,Negative,Delivery
"It is too expensive, flawless value.",Positive,Pricing
"This product is exactly what I expected, absolutely great!",Positive,Product Quality
The support team is impressive!,Positive,Customer Service
my experience with the agent was fair.,Neutral,Customer Service
Value for money is fantastic.,Positive,Pricing
the support team is phenomenal.,Positive,Customer Service
My experience with the agent was okay.,Neutral,Customer Service
The app is passable.,Neutral,App/Website
"It is too expensive, amazing value!",Positive,Pricing
The build material is passable!,Neutral,Product Quality
The build material is poor.,Negative,Product Quality
Quality is passable!,Neutral,Product Quality
"For the cost, this is awesome.",Positive,Pricing
"honestly, the product feels awful.",Negative,Product Quality
customer service was acceptable.,Neutral,Customer Service
Delivery was cheap!,Negative,Delivery
"honestly, the product feels fine.",Neutral,Product Quality
value for money is awful.,Negative,Pricing
"It took forever to arrive, phenomenal shipping.",Positive,Delivery
My experience with the agent was cheap!,Negative,Customer Service
Navigation is garbage.,Negative,App/Website
"support replied immediately, awesome service.",Positive,Customer Service
"For the cost, this is ok!",Neutral,Pricing
Value for money is acceptable!,Neutral,Pricing
the package arrived mediocre.,Neutral,Delivery
"It took forever to arrive, good shipping!",Positive,Delivery
Delivery was horrible.,Negative,Delivery
The build material is love!,Positive,Product Quality
value for money is cheap.,Negative,Pricing
Value for money is standard.,Neutral,Pricing
"It took forever to arrive, hate shipping.",Negative,Delivery
The price is average!,Neutral,Pricing
pricing is absolutely cheap.,Negative,Pricing
"Support replied immediately, broken service!",Negative,Customer Service
The support team is superb.,Positive,Customer Service
The app is terrible!,Negative,App/Website
my experience with the agent was excellent.,Positive,Customer Service
The support team is broken.,Negative,Customer Service
the support team is impressive.,Positive,Customer Service
Quality is fine.,Neutral,Product Quality
"this product is exactly what i expected, absolutely awful.",Negative,Product Quality
the website is phenomenal.,Positive,App/Website
"For the cost, this is acceptable!",Neutral,Pricing
the build material is garbage.,Negative,Product Quality
"this product is exactly what i expected, absolutely okay.",Neutral,Product Quality
Logistics and shipping speed were unacceptable!,Negative,Delivery
The website is wonderful.,Positive,App/Website
The product is cheap!,Negative,Product Quality
"App keeps crashing, hate experience.",Negative,App/Website
i found the item to be good.,Positive,Product Quality
"it took forever to arrive, poor shipping.",Negative,Delivery
navigation is amazing.,Positive,App/Website
value for money is fair.,Neutral,Pricing
"Support replied immediately, impressive service.",Positive,Customer Service
the support team is superb.,Positive,Customer Service
"For the cost, this is hated.",Negative,Pricing
logistics and shipping speed were loved.,Positive,Delivery
Pricing is absolutely garbage!,Negative,Pricing
"It took forever to arrive, outstanding shipping!",Positive,Delivery
The app is fantastic!,Positive,App/Website
Value for money is excellent!,Positive,Pricing
customer service was wonderful.,Positive,Customer Service
customer service was mediocre.,Neutral,Customer Service
The app is horrible.,Negative,App/Website
Pricing is absolutely love!,Positive,Pricing
"App keeps crashing, great experience.",Positive,App/Website
My experience with the agent was love!,Positive,Customer Service
"It took forever to arrive, loved shipping!",Positive,Delivery
"it is too expensive, dreadful value.",Negative,Pricing
Pricing is absolutely outstanding!,Positive,Pricing
the package arrived dreadful.,Negative,Delivery
The build material is loved.,Positive,Product Quality
The build material is amazing!,Positive,Product Quality
"honestly, the product feels worst.",Negative,Product Quality
Customer service was decent!,Neutral,Customer Service
navigation is disappointing.,Negative,App/Website
The package arrived phenomenal.,Positive,Delivery
The build material is dreadful.,Negative,Product Quality
the website is amazing.,Positive,App/Website
I found the item to be average.,Neutral,Product Quality
"it is too expensive, great value.",Positive,Pricing
the price is acceptable.,Neutral,Pricing
"honestly, the product feels disappointing.",Negative,Product Quality
The package arrived awful!,Negative,Delivery
Pricing is absolutely fine!,Neutral,Pricing
Pricing is absolutely poor.,Negative,Pricing
the product is impressive.,Positive,Product Quality
"it took forever to arrive, excellent shipping.",Positive,Delivery
"App keeps crashing, dreadful experience.",Negative,App/Website
The build material is bad!,Negative,Product Quality
Logistics and shipping speed were average.,Neutral,Delivery
i found the item to be poor.,Negative,Product Quality
The price is hated.,Negative,Pricing
the product is broken.,Negative,Product Quality
Shipping was average!,Neutral,Delivery
I found the item to be fine!,Neutral,Product Quality
my experience with the agent was average.,Neutral,Customer Service
logistics and shipping speed were hate.,Negative,Delivery
"this product is exactly what i expected, absolutely stellar.",Positive,Product Quality
"It took forever to arrive, poor shipping.",Negative,Delivery
The app is unacceptable!,Negative,App/Website
Delivery was phenomenal.,Positive,Delivery
Navigation is awful!,Negative,App/Website
"app keeps crashing, superb experience.",Positive,App/Website
"For the cost, this is garbage.",Negative,Pricing
"They ignored my emails, mediocre support!",Neutral,Customer Service
"it took forever to arrive, trash shipping.",Negative,Delivery
shipping was impressive.,Positive,Delivery
"it is too expensive, fair value.",Neutral,Pricing
"this product is exactly what i expected, absolutely horrible.",Negative,Product Quality
"They ignored my emails, ok support!",Neutral,Customer Service
the user interface is awesome.,Positive,App/Website
Delivery was hated.,Negative,Delivery
delivery was great.,Positive,Delivery
The user interface is fair!,Neutral,App/Website
"honestly, the product feels average.",Neutral,Product Quality
Logistics and shipping speed were average!,Neutral,Delivery
The build material is stellar.,Positive,Product Quality
"They ignored my emails, terrible support.",Negative,Customer Service
Pricing is absolutely amazing.,Positive,Pricing
"Honestly, the product feels decent!",Neutral,Product Quality
"it took forever to arrive, terrible shipping.",Negative,Delivery
"App keeps crashing, dreadful experience!",Negative,App/Website
The app is excellent!,Positive,App/Website
"Support replied immediately, perfect service.",Positive,Customer Service
Delivery was okay.,Neutral,Delivery
Logistics and shipping speed were impressive.,Positive,Delivery
"It is too expensive, worst value!",Negative,Pricing
The product is superb.,Positive,Product Quality
"Support replied immediately, great service.",Positive,Customer Service
Navigation is excellent!,Positive,App/Website
"It is too expensive, broken value!",Negative,Pricing
"for the cost, this is stellar.",Positive,Pricing
Navigation is awesome.,Positive,App/Website
Navigation is awful.,Negative,App/Website
"Support replied immediately, average service.",Neutral,Customer Service
The build material is hated.,Negative,Product Quality
The website is horrible.,Negative,App/Website
"it took forever to arrive, fantastic shipping.",Positive,Delivery
The support team is trash!,Negative,Customer Service
quality is brilliant.,Positive,Product Quality
Delivery was standard.,Neutral,Delivery
Pricing is absolutely fair.,Neutral,Pricing
The price is cheap!,Negative,Pricing
The build material is worst.,Negative,Product Quality
Customer service was outstanding.,Positive,Customer Service
The user interface is good!,Positive,App/Website
"support replied immediately, amazing service.",Positive,Customer Service
Value for money is unacceptable.,Negative,Pricing
Customer service was garbage.,Negative,Customer Service
Value for money is fine!,Neutral,Pricing
